UKPRN,HE provider,Country of HE provider,Academic Year,Region of HE provider,Days ratio of total net assets to total expenditure,Days ratio of total net assets to total expenditure excl. pension adjustment,Debt service ratio,External borrowing as a % of total income,General funds as a % of total income,Net cash inflow from operating activities as a % of total income,Net liquidity days,Net liquidity days excl. pension adjustment,Premises costs as a % of total costs,Premises costs as a % of total costs excl. pension adjustment,Ratio of current assets to current liabilities,Staff costs as a % of total income,Staff costs excl. pension adjustment as a % of total income,Surplus/(deficit) as a % of total income,Surplus/(deficit) excl. pension adjustment as a % of total income,Unrestricted reserves as a % of total income
10007790,The University of Edinburgh,Scotland,2018/19,Scotland,607.0,721.0,,0.5539999999999999,,0.057,139.0,167.0,0.033,0.039,1.7,0.687,0.509,-0.122,0.055,1.4069999999999998
10007790,The University of Edinburgh,Scotland,2019/20,Scotland,862.0,862.0,,0.537,,0.036000000000000004,291.0,291.0,0.052000000000000005,0.052000000000000005,2.5,0.417,0.417,0.17,0.17,1.477
10007790,The University of Edinburgh,Scotland,2020/21,Scotland,840.0,829.0,7.7,0.504,,0.134,269.0,265.0,0.053,0.052000000000000005,2.3,0.52,0.532,0.107,0.095,1.537
10007790,The University of Edinburgh,Scotland,2021/22,Scotland,651.0,783.0,2.1,0.429,,0.092,182.0,221.0,0.041,0.049,2.3,0.68,0.499,-0.071,0.11,1.44
10007790,The University of Edinburgh,Scotland,2022/23,Scotland,791.0,758.0,2.9,0.395,,0.045,238.0,228.0,0.068,0.066,2.3,0.472,0.51,0.114,0.075,1.47
10007790,The University of Edinburgh,Scotland,2023/24,Scotland,1055.0,791.0,-0.8,0.383,,-0.014,143.0,105.0,0.08900000000000001,0.066,1.5,0.281,0.527,0.263,0.018000000000000002,1.655
10007791,The University of Essex,England,2015/16,East of England,378.0,,,0.5770000000000001,0.0,0.113,92.0,,0.05,,1.3,0.522,,0.027000000000000003,,0.963
10007791,The University of Essex,England,2016/17,East of England,407.0,,,0.794,,0.245,134.0,,0.047,,3.3,0.498,,0.084,,0.978
10007791,The University of Essex,England,2017/18,East of England,405.0,,,0.772,,0.051,182.0,,0.05,,3.0,0.537,,0.027000000000000003,,1.036
10007791,The University of Essex,England,2018/19,East of England,265.0,300.0,,0.603,,-0.05,101.0,115.0,0.039,0.044,1.9,0.652,0.52,-0.145,-0.013,0.79
10007791,The University of Essex,England,2019/20,East of England,417.0,358.0,,0.588,,0.057,118.0,100.0,0.037000000000000005,0.031,1.8,0.42,0.56,0.156,0.016,0.924
10007791,The University of Essex,England,2020/21,East of England,308.0,308.0,3.9,0.5539999999999999,,0.116,109.0,109.0,0.024,0.024,1.6,0.542,0.541,-0.046,-0.045,0.8340000000000001
10007791,The University of Essex,England,2021/22,East of England,211.0,246.0,6.8,0.502,,0.18600000000000005,131.0,155.0,0.019,0.023,1.7,0.6970000000000001,0.5329999999999999,-0.147,0.017,0.616
10007791,The University of Essex,England,2022/23,East of England,244.0,236.0,2.9,0.421,,0.063,125.0,121.0,0.023,0.023,1.8,0.474,0.505,0.065,0.034,0.583
10007791,The University of Essex,England,2023/24,East of England,346.0,267.0,0.2,0.4370000000000001,,0.005,125.0,92.0,0.033,0.025,1.6,0.316,0.564,0.161,-0.087,0.747
10007792,The University of Exeter,England,2015/16,South West,485.0,,,0.767,0.0,0.189,136.0,,0.05,,1.6,0.4970000000000001,,0.035,,1.194
10007792,The University of Exeter,England,2016/17,South West,477.0,,,0.551,,0.139,133.0,,0.055,,1.6,0.52,,0.019,,1.189
10007792,The University of Exeter,England,2017/18,South West,474.0,,,0.5770000000000001,,0.111,103.0,,0.05,,1.5,0.536,,0.003,,1.202
10007792,The University of Exeter,England,2018/19,South West,321.0,384.0,,0.535,,0.113,104.0,127.0,0.045,0.053,1.6,0.735,0.544,-0.17,0.022,0.939
10007792,The University of Exeter,England,2019/20,South West,458.0,393.0,,0.518,,0.09,114.0,96.0,0.049,0.042,1.4,0.423,0.5660000000000001,0.142,-0.001,0.99
10007792,The University of Exeter,England,2020/21,South West,368.0,384.0,2.5,0.501,,0.138,109.0,114.0,0.046,0.047,1.4,0.596,0.5539999999999999,-0.023,0.019,0.934
10007792,The University of Exeter,England,2021/22,South West,230.0,284.0,2.5,0.43,,0.134,103.0,131.0,0.044,0.054000000000000006,1.6,0.748,0.523,-0.168,0.057,0.6509999999999999
10007792,The University of Exeter,England,2022/23,South West,272.0,261.0,1.5,0.402,,0.095,130.0,124.0,0.054000000000000006,0.052000000000000005,1.6,0.48,0.521,0.046,0.004,0.634
10007792,The University of Exeter,England,2023/24,South West,482.0,352.0,1.9,0.387,,0.113,177.0,124.0,0.078,0.057,1.7,0.295,0.562,0.277,0.01,0.8759999999999999
10007793,University of South Wales,Wales,2015/16,Wales,125.0,,,0.373,0.0,0.14400000000000002,209.0,,0.066,,2.2,0.561,,0.044,,0.308
10007793,University of South Wales,Wales,2016/17,Wales,124.0,,,0.368,,0.073,196.0,,0.062,,2.6,0.591,,0.032,,0.308
10007793,University of South Wales,Wales,2017/18,Wales,191.0,,,0.35,,0.165,209.0,,0.063,,2.8,0.589,,0.027000000000000003,,0.487
10007793,University of South Wales,Wales,2018/19,Wales,143.0,143.0,,0.305,,0.133,221.0,221.0,0.053,0.053,2.9,0.58,0.579,0.028,0.029,0.35700000000000004
10007793,University of South Wales,Wales,2019/20,Wales,100.0,100.0,,0.29100000000000004,,0.115,234.0,234.0,0.054000000000000006,0.054000000000000006,3.1,0.596,0.595,-0.003,-0.002,0.25
10007793,University of South Wales,Wales,2020/21,Wales,142.0,142.0,7.5,0.261,,0.297,322.0,323.0,0.057,0.058,3.0,0.601,0.598,0.029,0.032,0.35100000000000003
10007793,University of South Wales,Wales,2021/22,Wales,374.0,377.0,8.5,0.224,,0.189,337.0,339.0,0.058,0.059,2.7,0.578,0.5720000000000001,0.013,0.019,0.988
10007793,University of South Wales,Wales,2022/23,Wales,440.0,439.0,3.6,0.191,,0.1,353.0,353.0,0.061,0.061,2.6,0.536,0.536,0.025,0.025,1.141
10007793,University of South Wales,Wales,2023/24,Wales,417.0,419.0,-0.2,0.168,,-0.004,318.0,320.0,0.055,0.055,2.7,0.54,0.534,-0.005,0.001,1.102
10007794,The University of Glasgow,Scotland,2015/16,Scotland,487.0,,,0.12,0.238,0.19,131.0,,0.068,,1.2,0.507,,0.02,,1.006
10007794,The University of Glasgow,Scotland,2016/17,Scotland,509.0,,,0.403,,0.11,158.0,,0.059,,1.3,0.532,,0.063,,0.995
10007794,The University of Glasgow,Scotland,2017/18,Scotland,512.0,,,0.389,,0.067,131.0,,0.073,,1.2,0.528,,0.028,,1.037
10007794,The University of Glasgow,Scotland,2018/19,Scotland,398.0,464.0,,0.35600000000000004,,0.102,103.0,121.0,0.05,0.059,1.2,0.675,0.518,-0.101,0.056,0.885
10007794,The University of Glasgow,Scotland,2019/20,Scotland,539.0,488.0,,0.368,,0.115,271.0,244.0,0.062,0.057,1.8,0.46,0.5489999999999999,0.14300000000000002,0.054000000000000006,0.979
10007794,The University of Glasgow,Scotland,2020/21,Scotland,534.0,541.0,23.0,0.311,,0.231,278.0,282.0,0.059,0.06,1.8,0.498,0.486,0.14400000000000002,0.156,0.943
10007794,The University of Glasgow,Scotland,2021/22,Scotland,361.0,463.0,18.7,0.271,,0.158,220.0,285.0,0.049,0.063,2.1,0.701,0.464,-0.079,0.158,0.7929999999999999
10007794,The University of Glasgow,Scotland,2022/23,Scotland,480.0,446.0,10.2,0.263,,0.084,282.0,262.0,0.102,0.095,2.1,0.428,0.494,0.127,0.062,0.867
10007794,The University of Glasgow,Scotland,2023/24,Scotland,787.0,560.0,4.1,0.261,,0.036000000000000004,345.0,240.0,0.127,0.091,1.9,0.246,0.526,0.309,0.029,1.18
10007795,The University of Leeds,England,2015/16,Yorkshire and The Humber,412.0,,,0.4970000000000001,0.0,0.099,212.0,,0.039,,2.3,0.5479999999999999,,0.02,,0.992
10007795,The University of Leeds,England,2016/17,Yorkshire and The Humber,413.0,,,0.457,,0.122,181.0,,0.041,,2.0,0.55,,0.017,,0.994
10007795,The University of Leeds,England,2017/18,Yorkshire and The Humber,423.0,,,0.426,,0.094,170.0,,0.038,,1.9,0.541,,0.014,,1.023
10007795,The University of Leeds,England,2018/19,Yorkshire and The Humber,282.0,333.0,,0.378,,0.135,135.0,161.0,0.042,0.049,1.8,0.6920000000000001,0.52,-0.124,0.048,0.7440000000000001
10007795,The University of Leeds,England,2019/20,Yorkshire and The Humber,383.0,338.0,,0.456,,0.116,220.0,192.0,0.068,0.06,2.1,0.435,0.5489999999999999,0.141,0.027000000000000003,0.7759999999999999
10007795,The University of Leeds,England,2020/21,Yorkshire and The Humber,349.0,348.0,9.1,0.474,,0.183,242.0,241.0,0.025,0.025,1.7,0.573,0.578,-0.014,-0.019,0.833
10007795,The University of Leeds,England,2021/22,Yorkshire and The Humber,268.0,323.0,7.2,0.381,,0.112,198.0,242.0,0.038,0.045,2.1,0.691,0.498,-0.128,0.065,0.716
10007795,The University of Leeds,England,2022/23,Yorkshire and The Humber,358.0,347.0,2.4,0.35700000000000004,,0.037000000000000005,207.0,200.0,0.059,0.057,2.1,0.465,0.495,0.07400000000000001,0.044,0.795
10007795,The University of Leeds,England,2023/24,Yorkshire and The Humber,611.0,464.0,2.7,0.329,,0.039,268.0,199.0,0.067,0.051,2.6,0.273,0.501,0.284,0.057,1.083
10007796,The University of Leicester,England,2015/16,East Midlands,126.0,,,0.265,0.0,0.08199999999999999,78.0,,0.047,,1.0,0.586,,0.005,,0.295
10007796,The University of Leicester,England,2016/17,East Midlands,122.0,,,0.249,,0.03,62.0,,0.045,,0.9,0.5820000000000001,,0.017,,0.262
10007796,The University of Leicester,England,2017/18,East Midlands,129.0,,,0.222,,0.055,47.0,,0.051,,0.7,0.556,,0.006,,0.282
10007796,The University of Leicester,England,2018/19,East Midlands,58.0,66.0,,0.379,,0.038,73.0,84.0,0.039,0.045,1.1,0.715,0.575,-0.146,-0.006,0.115
10007796,The University of Leicester,England,2019/20,East Midlands,97.0,87.0,,0.376,,0.081,57.0,50.0,0.051,0.046,0.7,0.481,0.58,0.1,0.001,0.173
10007796,The University of Leicester,England,2020/21,East Midlands,126.0,127.0,4.8,0.5760000000000001,,0.111,121.0,122.0,0.041,0.041,0.7,0.589,0.583,0.024,0.03,0.258
10007796,The University of Leicester,England,2021/22,East Midlands,71.0,86.0,0.7,0.376,,0.123,48.0,59.0,0.045,0.054000000000000006,0.5,0.741,0.536,-0.175,0.03,0.149
10007796,The University of Leicester,England,2022/23,East Midlands,89.0,87.0,2.1,0.329,,0.061,40.0,39.0,0.053,0.051,0.5,0.52,0.545,0.03,0.005,0.166
10007796,The University of Leicester,England,2023/24,East Midlands,211.0,160.0,2.7,0.308,,0.059,45.0,33.0,0.069,0.052000000000000005,0.4,0.315,0.5660000000000001,0.224,-0.027000000000000003,0.376
10007797,University of London (Institutes and activities),England,2015/16,London,1484.0,,,0.332,0.0,0.017,127.0,,0.092,,1.9,0.416,,-0.024,,3.637
10007797,University of London (Institutes and activities),England,2016/17,London,1352.0,,,0.287,,0.166,105.0,,0.066,,1.8,0.349,,-0.003,,3.232
10007797,University of London (Institutes and activities),England,2017/18,London,1386.0,,,0.28800000000000003,,0.022,98.0,,0.063,,1.8,0.349,,0.013,,3.225
10007797,University of London (Institutes and activities),England,2018/19,London,1196.0,1318.0,,0.28600000000000003,,0.013,61.0,68.0,0.061,0.067,1.4,0.475,0.371,-0.123,-0.019,3.13
10007797,University of London (Institutes and activities),England,2019/20,London,1539.0,1438.0,,0.478,,-0.032,86.0,80.0,0.058,0.054000000000000006,1.2,0.317,0.391,-0.048,-0.122,3.849
10007797,University of London (Institutes and activities),England,2020/21,London,1463.0,1420.0,-0.5,0.443,,-0.011,145.0,141.0,0.043,0.041,1.8,0.348,0.38,-0.038,-0.07,3.523
10007797,University of London (Institutes and activities),England,2021/22,London,1215.0,1417.0,-0.1,0.299,,-0.012,73.0,86.0,0.041,0.048,1.2,0.468,0.305,-0.138,0.024,3.164
10007797,University of London (Institutes and activities),England,2022/23,London,1485.0,1379.0,0.4,0.244,,0.019,223.0,206.0,0.063,0.058,2.6,0.261,0.333,0.059,-0.013,3.263
10007797,University of London (Institutes and activities),England,2023/24,London,1633.0,1388.0,-0.3,0.228,,-0.006,194.0,164.0,0.09,0.076,2.1,0.172,0.322,0.147,-0.004,3.233
10007798,The University of Manchester,England,2015/16,North West,570.0,,,0.418,0.0,0.111,177.0,,0.063,,1.8,0.511,,0.045,,1.28
10007798,The University of Manchester,England,2016/17,North West,601.0,,,0.404,,0.093,157.0,,0.065,,1.6,0.512,,0.028,,1.349
10007798,The University of Manchester,England,2017/18,North West,609.0,,,0.381,,0.087,121.0,,0.068,,1.2,0.507,,0.028,,1.361
10007798,The University of Manchester,England,2018/19,North West,491.0,560.0,,0.358,,0.042,67.0,77.0,0.054000000000000006,0.061,0.9,0.643,0.51,-0.087,0.046,1.169
10007798,The University of Manchester,England,2019/20,North West,684.0,610.0,,0.37,,0.076,91.0,80.0,0.068,0.06,0.9,0.4370000000000001,0.545,0.112,0.003,1.4409999999999998
10007798,The University of Manchester,England,2020/21,North West,658.0,660.0,11.8,0.358,,0.19,129.0,129.0,0.065,0.065,1.0,0.527,0.524,0.056,0.058,1.472
10007798,The University of Manchester,England,2021/22,North West,501.0,590.0,9.3,0.324,,0.136,120.0,142.0,0.047,0.055,1.1,0.6709999999999999,0.508,-0.08199999999999999,0.08,1.295
10007798,The University of Manchester,England,2022/23,North West,556.0,537.0,5.0,0.293,,0.066,142.0,136.0,0.075,0.07200000000000001,1.3,0.464,0.4970000000000001,0.079,0.046,1.238
10007798,The University of Manchester,England,2023/24,North West,795.0,609.0,5.0,0.289,,0.065,193.0,144.0,0.095,0.073,1.5,0.287,0.516,0.25,0.021,1.457
10007799,Newcastle University,England,2015/16,North East,290.0,,,0.263,0.0,0.113,232.0,,0.066,,3.3,0.54,,0.042,,0.62
10007799,Newcastle University,England,2016/17,North East,330.0,,,0.254,,0.08900000000000001,184.0,,0.063,,2.2,0.551,,0.039,,0.713
10007799,Newcastle University,England,2017/18,North East,338.0,,,0.246,,0.079,134.0,,0.061,,1.8,0.5579999999999999,,0.023,,0.746
10007799,Newcastle University,England,2018/19,North East,234.0,272.0,,0.223,,0.094,78.0,92.0,0.055,0.064,1.3,0.68,0.527,-0.09,0.063,0.561
10007799,Newcastle University,England,2019/20,North East,332.0,304.0,,0.23,,0.08900000000000001,113.0,102.0,0.07200000000000001,0.066,1.3,0.496,0.579,0.107,0.024,0.664
10007799,Newcastle University,England,2020/21,North East,338.0,343.0,20.5,0.235,,0.168,152.0,154.0,0.057,0.057,1.3,0.604,0.588,0.011,0.027000000000000003,0.7390000000000001
10007799,Newcastle University,England,2021/22,North East,263.0,304.0,5.2,0.225,,0.07400000000000001,131.0,153.0,0.049,0.056,1.4,0.733,0.5760000000000001,-0.145,0.012,0.679
10007799,Newcastle University,England,2022/23,North East,290.0,276.0,4.5,0.194,,0.071,147.0,140.0,0.063,0.06,1.3,0.519,0.568,0.058,0.009000000000000001,0.615
10007799,Newcastle University,England,2023/24,North East,447.0,341.0,0.5,0.179,,0.006,151.0,113.0,0.095,0.073,1.2,0.338,0.578,0.223,-0.018000000000000002,0.812
10007800,The University of the West of Scotland,Scotland,2015/16,Scotland,144.0,,,0.257,0.622,0.037000000000000005,65.0,,0.02,,1.1,0.6509999999999999,,-0.037000000000000005,,0.41
10007800,The University of the West of Scotland,Scotland,2016/17,Scotland,151.0,,,0.238,,0.07400000000000001,67.0,,0.02,,1.2,0.64,,-0.01,,0.417
10007800,The University of the West of Scotland,Scotland,2017/18,Scotland,276.0,,,0.848,,0.098,56.0,,0.019,,1.0,0.6579999999999999,,-0.03,,0.778
10007800,The University of the West of Scotland,Scotland,2018/19,Scotland,176.0,176.0,,0.836,,0.114,54.0,54.0,0.019,0.019,0.9,0.622,0.622,-0.07,-0.07,0.515
10007800,The University of the West of Scotland,Scotland,2019/20,Scotland,72.0,72.0,,0.8440000000000001,,0.14,94.0,94.0,0.066,0.066,1.3,0.585,0.585,-0.018000000000000002,-0.018000000000000002,0.202
10007800,The University of the West of Scotland,Scotland,2020/21,Scotland,175.0,184.0,1.3,0.6679999999999999,,0.233,109.0,115.0,0.069,0.073,1.2,0.588,0.539,0.013,0.062,0.474
10007800,The University of the West of Scotland,Scotland,2021/22,Scotland,388.0,407.0,5.1,0.535,,0.233,168.0,177.0,0.076,0.08,1.6,0.514,0.471,0.069,0.113,0.99
10007800,The University of the West of Scotland,Scotland,2022/23,Scotland,289.0,292.0,3.8,0.488,,0.159,193.0,195.0,0.049,0.049,1.6,0.536,0.525,0.006,0.017,0.7879999999999999
10007800,The University of the West of Scotland,Scotland,2023/24,Scotland,226.0,226.0,-1.8,0.475,,-0.06,143.0,143.0,0.054000000000000006,0.054000000000000006,1.5,0.5670000000000001,0.5670000000000001,-0.091,-0.091,0.6759999999999999
10007801,University of Plymouth,England,2015/16,South West,105.0,,,0.255,0.0,0.139,140.0,,0.059,,2.0,0.56,,0.029,,0.272
10007801,University of Plymouth,England,2016/17,South West,108.0,,,0.233,,0.117,151.0,,0.049,,2.4,0.5720000000000001,,0.012,,0.29
10007801,University of Plymouth,England,2017/18,South West,175.0,,,0.228,,0.114,180.0,,0.055,,2.7,0.597,,0.012,,0.469
10007801,University of Plymouth,England,2018/19,South West,146.0,147.0,,0.227,,0.109,182.0,184.0,0.053,0.053,2.6,0.5870000000000001,0.578,-0.055,-0.046,0.396
10007801,University of Plymouth,England,2019/20,South West,8.0,8.0,,0.232,,0.151,240.0,251.0,0.066,0.069,3.0,0.5770000000000001,0.5379999999999999,0.016,0.055,-0.006
10007801,University of Plymouth,England,2020/21,South West,25.0,27.0,9.3,0.223,,0.16899999999999998,264.0,286.0,0.059,0.064,3.1,0.599,0.53,0.032,0.1,0.048
10007801,University of Plymouth,England,2021/22,South West,396.0,435.0,8.8,0.207,,0.156,244.0,270.0,0.059,0.065,2.7,0.621,0.532,-0.001,0.08900000000000001,1.067
10007801,University of Plymouth,England,2022/23,South West,530.0,542.0,6.4,0.185,,0.115,201.0,207.0,0.07,0.07200000000000001,2.1,0.557,0.535,0.051,0.073,1.356
10007801,University of Plymouth,England,2023/24,South West,557.0,546.0,3.6,0.159,,0.098,165.0,162.0,0.075,0.07400000000000001,2.2,0.51,0.529,0.086,0.068,1.3730000000000002
10007802,The University of Reading,England,2015/16,South East,507.0,,,0.419,0.0,0.048,158.0,,0.054000000000000006,,2.0,0.46,,0.162,,0.5579999999999999
10007802,The University of Reading,England,2016/17,South East,498.0,,,0.488,,0.113,111.0,,0.059,,1.4,0.557,,-0.042,,0.674
10007802,The University of Reading,England,2017/18,South East,491.0,,,0.5920000000000001,,0.056,147.0,,0.054000000000000006,,1.7,0.552,,-0.1,,0.7829999999999999
10007802,The University of Reading,England,2018/19,South East,383.0,452.0,,0.574,,0.079,148.0,178.0,0.048,0.057,1.8,0.7709999999999999,0.585,-0.217,-0.031,0.528
10007802,The University of Reading,England,2019/20,South East,565.0,489.0,,0.573,,-0.014,170.0,145.0,0.054000000000000006,0.046,2.2,0.445,0.586,0.098,-0.043,0.589
10007802,The University of Reading,England,2020/21,South East,548.0,540.0,0.3,0.564,,0.059,193.0,190.0,0.048,0.047,2.2,0.585,0.6,-0.017,-0.032,1.168
10007802,The University of Reading,England,2021/22,South East,405.0,492.0,0.3,0.469,,0.033,138.0,170.0,0.043,0.053,1.7,0.8220000000000001,0.594,-0.28300000000000003,-0.056,1.086
10007802,The University of Reading,England,2022/23,South East,490.0,464.0,0.2,0.428,,0.006,140.0,132.0,0.068,0.064,1.5,0.5429999999999999,0.601,-0.021,-0.079,1.055
10007802,The University of Reading,England,2023/24,South East,735.0,530.0,-0.2,0.411,,-0.006999999999999999,161.0,112.0,0.115,0.083,1.3,0.278,0.575,0.235,-0.061,1.21
10007803,The University of St. Andrews,Scotland,2015/16,Scotland,467.0,,,0.471,0.158,0.101,69.0,,0.057,,0.9,0.529,,0.039,,0.9
10007803,The University of St. Andrews,Scotland,2016/17,Scotland,496.0,,,0.452,,0.08900000000000001,76.0,,0.064,,1.0,0.515,,0.051,,0.968
10007803,The University of St. Andrews,Scotland,2017/18,Scotland,540.0,,,0.466,,0.087,93.0,,0.064,,1.3,0.499,,0.094,,0.985
10007803,The University of St. Andrews,Scotland,2018/19,Scotland,386.0,448.0,,0.46,,0.106,78.0,92.0,0.055,0.063,1.1,0.6920000000000001,0.54,-0.106,0.047,0.752
10007803,The University of St. Andrews,Scotland,2019/20,Scotland,489.0,439.0,,0.4920000000000001,,0.07400000000000001,61.0,55.0,0.08800000000000001,0.079,0.7,0.444,0.546,0.119,0.017,0.7490000000000001
10007803,The University of St. Andrews,Scotland,2020/21,Scotland,550.0,558.0,2.4,0.399,,0.14,81.0,82.0,0.041,0.042,0.9,0.517,0.504,0.14,0.153,0.8220000000000001
10007803,The University of St. Andrews,Scotland,2021/22,Scotland,411.0,493.0,3.1,0.353,,0.091,49.0,60.0,0.05,0.06,0.9,0.667,0.487,-0.079,0.101,0.762
10007803,The University of St. Andrews,Scotland,2022/23,Scotland,535.0,507.0,0.5,0.341,,0.008,34.0,32.0,0.078,0.07400000000000001,0.8,0.465,0.518,0.068,0.015,0.924
10007803,The University of St. Andrews,Scotland,2023/24,Scotland,733.0,565.0,1.3,0.386,,0.02,31.0,24.0,0.11,0.085,0.7,0.309,0.546,0.206,-0.031,1.121
10007804,The University of Stirling,Scotland,2015/16,Scotland,483.0,,,0.616,0.343,0.025,204.0,,0.046,,3.1,0.585,,-0.022,,1.3159999999999998
10007804,The University of Stirling,Scotland,2016/17,Scotland,491.0,,,0.5920000000000001,,0.067,189.0,,0.046,,2.9,0.598,,0.0,,1.308
10007804,The University of Stirling,Scotland,2017/18,Scotland,492.0,,,0.66,,0.08199999999999999,205.0,,0.045,,2.9,0.58,,-0.008,,1.321
10007804,The University of Stirling,Scotland,2018/19,Scotland,302.0,370.0,,0.634,,0.052000000000000005,126.0,157.0,0.026,0.032,2.5,0.841,0.61,-0.253,-0.023,1.001
10007804,The University of Stirling,Scotland,2019/20,Scotland,445.0,382.0,,0.715,,0.077,148.0,125.0,0.044,0.038,1.9,0.516,0.6629999999999999,0.104,-0.043,1.053
10007804,The University of Stirling,Scotland,2020/21,Scotland,501.0,469.0,9.4,0.828,,0.236,271.0,253.0,0.039,0.036000000000000004,1.7,0.562,0.623,0.093,0.032,1.206
